0,uk_inf_5yr,uk_inf_10yr,uk_inf_30yr
2019-04-24,3.250961358631903,3.359932741656736,3.4426719250449596
2019-04-25,3.240977361171969,3.3445469298391464,3.4191353225324574
2019-04-26,3.2103302328524697,3.322383848137041,3.4112740641012733
2019-04-29,3.2368978559211397,3.3504974473850364,3.4381402027337185
2019-04-30,3.2505704374201274,3.3733895796734785,3.4701877306240205
2019-05-01,3.243227473602839,3.37313074098192,3.483742880300295
2019-05-02,3.2495115524400786,3.3873848222926966,3.5104653814360134
2019-05-03,3.2060901266047472,3.3519267338512773,3.4850969617392398
2019-05-07,3.2165247665086927,3.359031174561232,3.492614513266862
2019-05-08,3.245922052868372,3.384359345204221,3.497682345711013
2019-05-09,3.2246496763735326,3.358129666207711,3.472351592976816
2019-05-10,3.2600113512489353,3.371532217398815,3.4761339999933627
2019-05-13,3.2397786417213075,3.353160101044312,3.4654669032044096
2019-05-14,3.2553231907268465,3.361143977187788,3.4651834229113945
2019-05-15,3.274269295599294,3.359533578377604,3.4425480980679573
2019-05-16,3.2947261207294924,3.3681242002824847,3.4419542447384197
2019-05-17,3.301017421180815,3.3634879508420346,3.4439116333230335
2019-05-20,3.311607260863658,3.378469486603775,3.466906552682067
2019-05-21,3.316465601776967,3.382759333637269,3.4604665424970005
2019-05-22,3.329649591031909,3.387100103143121,3.4519626317657135
2019-05-23,3.2846856688847845,3.3551279498305693,3.430708467397336
2019-05-24,3.286913823514187,3.362823603347322,3.4415839886696777
2019-05-28,3.3040173204441228,3.37621496156448,3.4456514807747487
2019-05-29,3.338030116353516,3.4062883800470285,3.466251349672283
2019-05-30,3.357456728782748,3.4220805049330663,3.4765789346349893
2019-05-31,3.323596265275988,3.3905120629002132,3.4338725736354467
2019-06-03,3.3369129564595266,3.3957737010475837,3.413095940482973
2019-06-04,3.348306685274573,3.404774533785185,3.4203104741740002
2019-06-05,3.3519152908593473,3.408173254682036,3.4126455772683473
2019-06-06,3.381658447654168,3.431424190045759,3.4222465852650625
2019-06-07,3.3695697763296777,3.4269741081220166,3.4204907828509614
2019-06-10,3.403490351968269,3.4591103965832612,3.4326278326525492
2019-06-11,3.4258693972769065,3.474132017539209,3.4114008643986953
2019-06-12,3.3663983307115437,3.422114576974606,3.3830426234625612
2019-06-13,3.3528966616658433,3.415146233042094,3.3711990513929253
2019-06-14,3.3282841889931323,3.3961396562297193,3.375582660683432
2019-06-17,3.324178776282965,3.390806866017609,3.37865424856611
2019-06-18,3.3206341533480783,3.3883810225388187,3.383290557925254
2019-06-19,3.365055512756588,3.4137772839053366,3.4200700906812616
2019-06-20,3.3476653256696443,3.392619638219246,3.4019084027605864
2019-06-21,3.3251325849039963,3.374653248025438,3.389224415524601
2019-06-24,3.320365797225892,3.3685535361432954,3.3769659031070045
2019-06-25,3.3108784431122738,3.3615435002359164,3.3656066475401856
2019-06-26,3.309100200700839,3.3609914706320665,3.373319915089808
2019-06-27,3.289843174583707,3.3469973470446006,3.3724031224551876
2019-06-28,3.2418931424099515,3.313410612682532,3.3632956523918285
2019-07-01,3.2489003469483784,3.31819708053939,3.3668353404466846
2019-07-02,3.24023415648443,3.3113980733881543,3.3484248291492946
2019-07-03,3.231579417190205,3.300719954351728,3.319333990847322
2019-07-04,3.2079654786104994,3.2811619973067088,3.310035133490681
2019-07-05,3.213801818328082,3.299076133407176,3.3297925682882634
2019-07-08,3.2066266104307735,3.2873105440128345,3.3269147158765
2019-07-09,3.215684989366072,3.292571677366994,3.341538714707352
2019-07-10,3.193580910546258,3.2784149985569457,3.338927319043766
2019-07-11,3.1941537592035427,3.292573196679581,3.342005317663964
2019-07-12,3.1915474189398303,3.2939703252751613,3.34663470853865
2019-07-15,3.183388554435142,3.286479333086678,3.346473939501919
2019-07-16,3.228182158305078,3.3188325022604084,3.3577508170237653
2019-07-17,3.3182039606611977,3.3770321397462486,3.377191565382641
2019-07-18,3.298559610396957,3.36115247089955,3.3438835773223734
2019-07-19,3.292803837855171,3.353519039059435,3.3312971319653597
2019-07-22,3.312891742529103,3.361163387671073,3.3071438209150577
2019-07-23,3.3246474606238636,3.3673770974469264,3.3005340458860335
2019-07-24,3.3183664062493174,3.3572980669566115,3.2990323503204166
2019-07-25,3.304311702492008,3.3327783240915174,3.2816840008734323
2019-07-26,3.317382436915696,3.351216521687095,3.3062087241878286
2019-07-29,3.36522803401063,3.3779351315225226,3.3141409046303685
2019-07-30,3.4025808342053527,3.4011721010619125,3.3308468455306706
2019-07-31,3.4182082306792463,3.4304269043980993,3.3651267738611557
2019-08-01,3.4160514331525524,3.4223999330383124,3.349021316016157
2019-08-02,3.3936627528268293,3.3928529777307714,3.327050723187627
2019-08-05,3.394283491577159,3.3886611616410742,3.3151774160718634
2019-08-06,3.3808573169660563,3.3811448251399483,3.3168980190437227
2019-08-07,3.3327838277801964,3.330780362481833,3.26161496161055
2019-08-08,3.3335981177082266,3.340114381716103,3.28427172312528
2019-08-09,3.3087838076487444,3.3210011341026,3.2473148921616186
2019-08-12,3.315073159577974,3.332426485137854,3.262591691507291
